order,EPISODE_ID,CREATED,EMOTION_ID,USER_ID,IS_DELETED,DB_UPDATE_TS,VOTE_KEY,set
"28,29,30,31,32,33,34,35,36,37,38,39",9986640,2023-12-17 14:26:51 +0000 UTC,33,22659137,0,2023-12-17 14:26:51 +0000 UTC,9986640-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564642,2023-06-10 11:59:27 +0000 UTC,33,22659137,1,2023-06-10 11:59:28 +0000 UTC,9564642-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778622,2022-10-18 21:21:47 +0000 UTC,28,22659137,0,2022-10-18 21:21:47 +0000 UTC,6778622-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9505049,2023-03-24 13:49:10 +0000 UTC,29,22659137,0,2023-03-24 13:49:10 +0000 UTC,9505049-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303192,2023-11-15 14:09:12 +0000 UTC,28,22659137,0,2023-11-15 14:09:12 +0000 UTC,9303192-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",4919987,2022-10-20 23:14:44 +0000 UTC,29,22659137,0,2022-10-20 23:14:44 +0000 UTC,4919987-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",10002429,2023-09-24 22:00:02 +0000 UTC,28,22659137,0,2023-09-24 22:00:02 +0000 UTC,10002429-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9765177,2023-08-11 11:32:10 +0000 UTC,35,22659137,1,2023-08-11 12:22:55 +0000 UTC,9765177-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",1084201,2023-12-29 22:15:33 +0000 UTC,33,22659137,0,2023-12-29 22:15:33 +0000 UTC,1084201-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9217099,2023-04-16 12:43:04 +0000 UTC,33,22659137,0,2023-04-16 12:43:04 +0000 UTC,9217099-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7330252,2023-07-11 20:45:53 +0000 UTC,33,22659137,1,2023-07-11 20:45:55 +0000 UTC,7330252-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5765513,2022-12-03 15:26:32 +0000 UTC,28,22659137,0,2022-12-03 15:26:32 +0000 UTC,5765513-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8830735,2023-02-01 21:22:50 +0000 UTC,35,22659137,0,2023-02-01 21:22:50 +0000 UTC,8830735-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9765175,2023-08-11 11:32:37 +0000 UTC,31,22659137,1,2023-08-11 11:32:38 +0000 UTC,9765175-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9882274,2023-11-18 13:24:43 +0000 UTC,39,22659137,0,2023-11-18 13:24:43 +0000 UTC,9882274-22659137-39,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303186,2023-11-19 10:51:49 +0000 UTC,32,22659137,0,2023-11-19 10:51:49 +0000 UTC,9303186-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6576139,2022-12-27 00:40:02 +0000 UTC,33,22659137,0,2022-12-27 00:40:02 +0000 UTC,6576139-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6576170,2022-12-27 13:51:11 +0000 UTC,33,22659137,0,2022-12-27 13:51:11 +0000 UTC,6576170-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9138257,2022-11-16 21:23:42 +0000 UTC,28,22659137,0,2022-11-16 21:23:43 +0000 UTC,9138257-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7088256,2022-12-29 21:51:02 +0000 UTC,28,22659137,0,2022-12-29 21:51:02 +0000 UTC,7088256-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6104951,2022-10-09 14:03:15 +0000 UTC,31,22659137,0,2022-10-09 14:03:15 +0000 UTC,6104951-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9010224,2023-03-09 08:51:44 +0000 UTC,37,22659137,0,2023-03-09 08:51:44 +0000 UTC,9010224-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9706783,2023-04-17 20:14:12 +0000 UTC,29,22659137,0,2023-04-17 20:14:12 +0000 UTC,9706783-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303190,2023-11-18 13:21:24 +0000 UTC,33,22659137,0,2023-11-18 13:21:25 +0000 UTC,9303190-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9505051,2023-03-25 19:47:25 +0000 UTC,33,22659137,0,2023-03-25 19:47:25 +0000 UTC,9505051-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",10002428,2023-09-09 20:46:36 +0000 UTC,32,22659137,0,2023-09-09 20:46:36 +0000 UTC,10002428-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5765514,2022-12-03 22:43:50 +0000 UTC,28,22659137,0,2022-12-03 22:43:50 +0000 UTC,5765514-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9642558,2023-05-27 11:14:18 +0000 UTC,28,22659137,0,2023-05-27 11:14:18 +0000 UTC,9642558-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8355786,2023-01-28 21:45:42 +0000 UTC,28,22659137,0,2023-01-28 21:45:42 +0000 UTC,8355786-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9607718,2023-03-28 20:51:16 +0000 UTC,28,22659137,0,2023-03-28 20:51:16 +0000 UTC,9607718-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9138258,2022-11-17 11:56:10 +0000 UTC,28,22659137,0,2022-11-17 11:56:10 +0000 UTC,9138258-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9160490,2022-12-22 11:48:29 +0000 UTC,28,22659137,0,2022-12-22 11:48:29 +0000 UTC,9160490-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9288825,2022-08-23 00:09:19 +0000 UTC,32,22659137,0,2022-08-23 00:09:19 +0000 UTC,9288825-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8829338,2022-10-03 09:50:10 +0000 UTC,28,22659137,0,2022-10-03 09:50:10 +0000 UTC,8829338-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9100823,2023-01-03 08:48:14 +0000 UTC,28,22659137,0,2023-01-03 08:48:14 +0000 UTC,9100823-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9435211,2023-02-23 22:28:16 +0000 UTC,30,22659137,0,2023-02-23 22:28:16 +0000 UTC,9435211-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6576173,2022-12-28 16:14:15 +0000 UTC,33,22659137,0,2022-12-28 16:14:15 +0000 UTC,6576173-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9435216,2023-02-27 22:36:44 +0000 UTC,32,22659137,0,2023-02-27 22:36:44 +0000 UTC,9435216-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9160493,2022-12-23 15:48:05 +0000 UTC,28,22659137,0,2022-12-23 15:48:05 +0000 UTC,9160493-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8318242,2022-08-25 22:06:07 +0000 UTC,33,22659137,0,2022-08-25 22:06:07 +0000 UTC,8318242-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9435214,2023-02-27 21:28:37 +0000 UTC,28,22659137,0,2023-02-27 21:28:37 +0000 UTC,9435214-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9100820,2023-01-02 11:21:37 +0000 UTC,33,22659137,0,2023-01-02 11:21:37 +0000 UTC,9100820-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9505045,2023-03-20 21:26:52 +0000 UTC,33,22659137,0,2023-03-20 21:26:53 +0000 UTC,9505045-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7088256,2022-12-29 21:51:02 +0000 UTC,33,22659137,0,2022-12-29 21:51:02 +0000 UTC,7088256-22659137-33,12_all
